10, 1, 1000
10, 3, 1000
10, 7, 1000
10, 9, 1000
113, 71, 250000
11, 10, 1000
11, 1, 1000
11, 2, 1000
11, 3, 1000
11, 4, 1000
11, 5, 1000
11, 6, 1000
11, 7, 1000
11, 8, 1000
11, 9, 1000
12, 11, 8499
12, 1, 8498
12, 5, 8500
12, 7, 8500
13, 10, 1000
13, 11, 1000
13, 12, 1000
13, 1, 5001
13, 2, 1000
13, 3, 1000
13, 4, 1000
13, 5, 1000
13, 6, 1000
13, 7, 1000
13, 8, 9499
13, 9, 1000
14, 11, 1000
14, 13, 1000
14, 1, 1000
14, 3, 1000
14, 5, 1000
14, 9, 1000
15, 11, 1000
15, 13, 1000
15, 14, 1000
15, 1, 1000
15, 2, 1000
15, 4, 1000
15, 7, 1000
15, 8, 1000
16, 11, 2500
16, 13, 2500
16, 15, 2500
16, 1, 2500
16, 3, 2500
16, 5, 2499
16, 7, 2500
16, 9, 2500
17, 10, 1000
17, 11, 1000
17, 12, 1000
17, 13, 1000
17, 14, 1000
17, 15, 1000
17, 16, 1000
17, 1, 1000
17, 2, 1000
17, 3, 1000
17, 4, 1000
17, 5, 1000
17, 6, 1000
17, 7, 1000
17, 8, 1000
17, 9, 1000
18, 11, 2500
18, 13, 2500
18, 17, 2500
18, 1, 2500
18, 5, 2500
18, 7, 2500
19, 10, 1000
19, 11, 1000
19, 12, 1000
19, 13, 1000
19, 14, 1000
19, 15, 999
19, 16, 1000
19, 17, 1000
19, 18, 1000
19, 1, 1000
19, 2, 1000
19, 3, 1000
19, 4, 1000
19, 5, 1000
19, 6, 1000
19, 7, 999
19, 8, 1000
19, 9, 1000
20, 11, 1000
20, 13, 1000
20, 17, 1000
20, 19, 1000
20, 1, 1000
20, 3, 1000
20, 7, 1000
20, 9, 1000
21, 10, 30000
21, 11, 30000
21, 13, 38318
21, 16, 30000
21, 17, 30000
21, 19, 30000
21, 1, 34666
21, 20, 30000
21, 2, 30000
21, 4, 30000
21, 5, 30000
21, 8, 30000
22, 13, 4000
22, 15, 4000
22, 17, 4000
22, 19, 4000
22, 1, 4000
22, 21, 4000
22, 3, 4000
22, 5, 4000
22, 7, 4000
22, 9, 4000
23, 10, 4000
23, 11, 4000
23, 12, 4000
23, 13, 4000
23, 14, 4000
23, 15, 4000
23, 16, 4000
23, 17, 4000
23, 18, 4000
23, 19, 4000
23, 1, 4000
23, 20, 4000
23, 21, 4000
23, 22, 4000
23, 2, 4000
23, 3, 4000
23, 4, 4000
23, 5, 4000
23, 6, 4000
23, 7, 4000
23, 8, 4000
23, 9, 4000
24, 11, 4000
24, 13, 4000
24, 17, 4000
24, 19, 4000
24, 1, 4000
24, 23, 4000
24, 5, 4000
24, 7, 4000
25, 11, 4000
25, 12, 4000
25, 13, 4000
25, 14, 4000
25, 16, 4000
25, 17, 4000
25, 18, 4000
25, 19, 4000
25, 1, 4000
25, 21, 4000
25, 22, 4000
25, 23, 4000
25, 24, 4000
25, 2, 4000
25, 3, 4000
25, 4, 4000
25, 6, 4000
25, 7, 4000
25, 8, 4000
25, 9, 4000
26, 11, 4000
26, 15, 4000
26, 17, 4000
26, 19, 4000
26, 1, 4000
26, 21, 4000
26, 23, 4000
26, 25, 4000
26, 3, 4000
26, 5, 4000
26, 7, 4000
26, 9, 4000
27, 10, 4000
27, 11, 4000
27, 13, 4000
27, 14, 4000
27, 16, 4000
27, 17, 4000
27, 19, 4000
27, 1, 4000
27, 20, 4000
27, 22, 4000
27, 23, 4000
27, 25, 4000
27, 26, 4000
27, 2, 4000
27, 4, 4000
27, 5, 4000
27, 7, 4000
27, 8, 4000
28, 11, 4000
28, 13, 4000
28, 15, 4000
28, 17, 4000
28, 19, 4000
28, 1, 4000
28, 23, 4000
28, 25, 4000
28, 27, 4000
28, 3, 4000
28, 5, 4000
28, 9, 4000
29, 10, 4000
29, 11, 4000
29, 12, 4000
29, 13, 4000
29, 14, 4000
29, 15, 4000
29, 16, 4000
29, 17, 4000
29, 18, 4000
29, 19, 4000
29, 1, 4000
29, 20, 4000
29, 21, 4000
29, 22, 4000
29, 23, 4000
29, 24, 4000
29, 25, 4000
29, 26, 4000
29, 27, 4000
29, 28, 4000
29, 2, 4000
29, 3, 4000
29, 4, 4000
29, 5, 4000
29, 6, 4000
29, 7, 4000
29, 8, 4000
29, 9, 4000
30, 11, 22000
30, 13, 22000
30, 17, 20000
30, 19, 20000
30, 1, 22000
30, 23, 20000
30, 29, 20000
30, 7, 22000
31, 10, 15000
31, 11, 15000
31, 12, 15000
31, 13, 15000
31, 14, 15000
31, 15, 15000
31, 16, 15000
31, 17, 15000
31, 18, 15000
31, 19, 15000
31, 1, 15000
31, 20, 15000
31, 21, 15000
31, 22, 15000
31, 23, 15000
31, 24, 15000
31, 25, 15000
31, 26, 15000
31, 27, 15000
31, 28, 15000
31, 29, 15000
31, 2, 15000
31, 30, 15000
31, 3, 15000
31, 4, 15000
31, 5, 15000
31, 6, 15000
31, 7, 15000
31, 8, 15000
31, 9, 15000
32, 11, 15000
32, 13, 15000
32, 15, 15000
32, 17, 15000
32, 19, 15000
32, 1, 38234
32, 21, 15000
32, 23, 15000
32, 25, 15000
32, 27, 15000
32, 29, 15000
32, 31, 15000
32, 3, 15000
32, 5, 15000
32, 7, 15000
32, 9, 15000
33, 10, 15000
33, 13, 15000
33, 14, 15000
33, 16, 15000
33, 17, 15000
33, 19, 15000
33, 1, 15000
33, 20, 15000
33, 23, 15000
33, 25, 15000
33, 26, 15000
33, 28, 15000
33, 29, 15000
33, 2, 15000
33, 31, 15000
33, 32, 15000
33, 4, 15000
33, 5, 15000
33, 7, 15000
33, 8, 15000
34, 11, 15000
34, 13, 15000
34, 15, 15000
34, 19, 15000
34, 1, 18501
34, 21, 22302
34, 23, 15000
34, 25, 15000
34, 27, 15000
34, 29, 15000
34, 31, 15000
34, 33, 15000
34, 3, 15000
34, 5, 15000
34, 7, 15000
34, 9, 15000
35, 11, 15000
35, 12, 15000
35, 13, 15000
35, 16, 15000
35, 17, 15001
35, 18, 15000
35, 19, 15000
35, 1, 15001
35, 22, 15000
35, 23, 15000
35, 24, 15000
35, 26, 15000
35, 27, 15000
35, 29, 15000
35, 2, 15000
35, 31, 15000
35, 32, 15000
35, 33, 15000
35, 34, 15000
35, 3, 15000
35, 4, 15000
35, 6, 15000
35, 8, 15000
35, 9, 15000
36, 11, 15000
36, 13, 15000
36, 17, 15000
36, 19, 15000
36, 1, 15000
36, 23, 15000
36, 25, 15000
36, 29, 15000
36, 31, 15000
36, 35, 15000
36, 5, 15000
36, 7, 15000
37, 10, 15000
37, 11, 15000
37, 12, 15000
37, 13, 15000
37, 14, 15000
37, 15, 15000
37, 16, 15000
37, 17, 15000
37, 18, 15000
37, 19, 15000
37, 1, 15000
37, 20, 15000
37, 21, 15000
37, 22, 15000
37, 23, 15000
37, 24, 15000
37, 25, 15000
37, 26, 15000
37, 27, 15000
37, 28, 15000
37, 29, 15000
37, 2, 15000
37, 30, 15000
37, 31, 15000
37, 32, 15000
37, 33, 15000
37, 34, 15000
37, 35, 15000
37, 36, 15000
37, 3, 15000
37, 4, 15000
37, 5, 15000
37, 6, 15000
37, 7, 15000
37, 8, 15000
37, 9, 15000
38, 11, 15000
38, 13, 15000
38, 15, 15000
38, 17, 15000
38, 1, 15000
38, 21, 15000
38, 23, 15000
38, 25, 15000
38, 27, 15000
38, 29, 15000
38, 31, 15000
38, 33, 15000
38, 35, 15000
38, 37, 15000
38, 3, 15000
38, 5, 15000
38, 7, 15000
38, 9, 15000
39, 10, 15000
39, 11, 15000
39, 14, 15000
39, 16, 15000
39, 17, 15000
39, 19, 15000
39, 1, 38206
39, 20, 15000
39, 22, 15000
39, 23, 15000
39, 25, 15000
39, 28, 15000
39, 29, 15000
39, 2, 15000
39, 31, 15000
39, 32, 15000
39, 34, 15000
39, 35, 15000
39, 37, 15000
39, 38, 15000
39, 4, 15000
39, 5, 15000
39, 7, 15000
39, 8, 15000
3, 2, 1503
40, 11, 15000
40, 13, 15000
40, 17, 15000
40, 19, 15000
40, 1, 15001
40, 21, 15000
40, 23, 15001
40, 27, 15000
40, 29, 15000
40, 31, 15000
40, 33, 15000
40, 37, 15000
40, 39, 15000
40, 3, 15000
40, 7, 15000
40, 9, 15000
41, 10, 25000
41, 11, 25000
41, 12, 25000
41, 13, 25000
41, 14, 25000
41, 15, 25000
41, 16, 25000
41, 17, 25000
41, 18, 25000
41, 19, 25000
41, 1, 25000
41, 20, 25000
41, 21, 25000
41, 22, 25000
41, 23, 25000
41, 24, 25000
41, 25, 25000
41, 26, 25000
41, 27, 25000
41, 28, 25000
41, 29, 25000
41, 2, 25000
41, 30, 25000
41, 31, 25000
41, 32, 25000
41, 33, 25000
41, 34, 25000
41, 35, 25000
41, 36, 25000
41, 37, 25000
41, 38, 25000
41, 39, 25000
41, 3, 25000
41, 40, 25000
41, 4, 25000
41, 5, 25000
41, 6, 25000
41, 7, 25000
41, 8, 25000
41, 9, 25000
42, 11, 25000
42, 13, 25000
42, 17, 25000
42, 19, 25000
42, 1, 25000
42, 23, 25000
42, 25, 25000
42, 29, 25000
42, 31, 25000
42, 37, 25000
42, 41, 25000
42, 5, 25000
43, 10, 25000
43, 11, 25000
43, 12, 25000
43, 13, 25000
43, 14, 25000
43, 15, 25000
43, 16, 25000
43, 17, 25000
43, 18, 25000
43, 19, 25000
43, 1, 25000
43, 20, 25000
43, 21, 25000
43, 22, 25000
43, 23, 25000
43, 24, 25000
43, 25, 25000
43, 26, 25000
43, 27, 25000
43, 28, 25000
43, 29, 25000
43, 2, 25000
43, 30, 25000
43, 31, 25000
43, 32, 25000
43, 33, 25000
43, 34, 25000
43, 35, 25000
43, 36, 25000
43, 37, 25000
43, 38, 25000
43, 39, 25000
43, 3, 25000
43, 40, 25000
43, 41, 25000
43, 42, 25000
43, 4, 25000
43, 5, 25000
43, 6, 25000
43, 7, 25000
43, 8, 25000
43, 9, 25000
44, 13, 25000
44, 15, 25000
44, 17, 25000
44, 19, 25000
44, 1, 25000
44, 21, 25000
44, 23, 25000
44, 25, 25000
44, 27, 25000
44, 29, 25000
44, 31, 25000
44, 35, 25000
44, 37, 25000
44, 39, 25000
44, 3, 25000
44, 41, 25000
44, 43, 25000
44, 5, 25000
44, 7, 25000
44, 9, 25000
45, 11, 25000
45, 13, 25000
45, 14, 25000
45, 16, 25000
45, 17, 25000
45, 19, 25000
45, 1, 25000
45, 22, 25000
45, 23, 25000
45, 26, 25000
45, 28, 25000
45, 29, 25000
45, 2, 25000
45, 31, 25000
45, 32, 25000
45, 34, 25000
45, 37, 25000
45, 38, 25000
45, 41, 25000
45, 43, 25000
45, 44, 25000
45, 4, 25000
45, 7, 25000
45, 8, 25000
46, 11, 25000
46, 13, 25000
46, 15, 25000
46, 17, 25000
46, 19, 25000
46, 1, 48120
46, 21, 25000
46, 25, 25000
46, 27, 25000
46, 29, 25000
46, 31, 25000
46, 33, 25000
46, 35, 25000
46, 37, 25000
46, 39, 25000
46, 3, 25000
46, 41, 25000
46, 43, 25000
46, 45, 25000
46, 5, 25000
46, 7, 25000
46, 9, 25000
47, 10, 25000
47, 11, 25000
47, 12, 25000
47, 13, 25000
47, 14, 25000
47, 15, 25000
47, 16, 25000
47, 17, 25000
47, 18, 25000
47, 19, 25000
47, 1, 25000
47, 20, 25000
47, 21, 25000
47, 22, 25000
47, 23, 25000
47, 24, 25000
47, 25, 25000
47, 26, 25000
47, 27, 25000
47, 28, 25000
47, 29, 25000
47, 2, 25000
47, 30, 25000
47, 31, 25000
47, 32, 25000
47, 33, 25000
47, 34, 25000
47, 35, 25000
47, 36, 25000
47, 37, 25000
47, 38, 25000
47, 39, 25000
47, 3, 25000
47, 40, 25000
47, 41, 25000
47, 42, 25000
47, 43, 25000
47, 44, 25000
47, 45, 25000
47, 46, 25000
47, 4, 25000
47, 5, 25000
47, 6, 25000
47, 7, 25000
47, 8, 25000
47, 9, 25000
48, 11, 25000
48, 13, 25000
48, 17, 25000
48, 19, 25000
48, 1, 25000
48, 23, 25000
48, 25, 25000
48, 29, 25000
48, 31, 25000
48, 35, 25000
48, 37, 25000
48, 41, 25000
48, 43, 25000
48, 47, 25000
48, 5, 25000
48, 7, 25000
49, 10, 25000
49, 11, 25000
49, 12, 25000
49, 13, 25000
49, 15, 25000
49, 16, 25000
49, 17, 25000
49, 18, 25000
49, 19, 25000
49, 1, 25000
49, 20, 25000
49, 22, 25000
49, 23, 25000
49, 24, 25000
49, 25, 25000
49, 26, 25000
49, 27, 25000
49, 29, 25000
49, 2, 25000
49, 30, 25000
49, 31, 25000
49, 32, 25000
49, 33, 25000
49, 34, 25000
49, 36, 25000
49, 37, 25000
49, 38, 25000
49, 39, 25000
49, 3, 25000
49, 40, 25000
49, 41, 25000
49, 43, 25000
49, 44, 25000
49, 45, 25000
49, 46, 25000
49, 47, 25000
49, 48, 25000
49, 4, 25000
49, 5, 25000
49, 6, 25000
49, 8, 25000
49, 9, 25000
50, 11, 25000
50, 13, 25000
50, 17, 25000
50, 19, 25000
50, 1, 25000
50, 21, 25000
50, 23, 25000
50, 27, 25000
50, 29, 25000
50, 31, 25000
50, 33, 25000
50, 37, 25000
50, 39, 25000
50, 3, 25000
50, 41, 25000
50, 43, 25000
50, 47, 25000
50, 49, 25000
50, 7, 25001
50, 9, 25000
51, 10, 40000
51, 11, 40000
51, 13, 40000
51, 14, 40000
51, 16, 40000
51, 19, 40000
51, 1, 62967
51, 20, 40000
51, 22, 40000
51, 23, 40000
51, 25, 40000
51, 26, 40000
51, 28, 40000
51, 29, 40000
51, 2, 40000
51, 31, 40000
51, 32, 40000
51, 35, 40000
51, 37, 40000
51, 38, 40000
51, 40, 40000
51, 41, 40000
51, 43, 40000
51, 44, 40000
51, 46, 40000
51, 47, 40000
51, 49, 40000
51, 4, 40000
51, 50, 40000
51, 5, 40000
51, 7, 40000
51, 8, 40000
52, 11, 40000
52, 15, 40000
52, 17, 40000
52, 19, 40000
52, 1, 40000
52, 21, 40000
52, 23, 40000
52, 25, 40000
52, 27, 40000
52, 29, 40000
52, 31, 40000
52, 33, 40000
52, 35, 40000
52, 37, 40000
52, 3, 40000
52, 41, 40000
52, 43, 40000
52, 45, 40000
52, 47, 40000
52, 49, 40000
52, 51, 40000
52, 5, 40000
52, 7, 40000
52, 9, 40000
53, 10, 40000
53, 11, 40000
53, 12, 40000
53, 13, 40000
53, 14, 40000
53, 15, 40000
53, 16, 40000
53, 17, 40000
53, 18, 40000
53, 19, 40000
53, 1, 40000
53, 20, 40000
53, 21, 40000
53, 22, 40000
53, 23, 40000
53, 24, 40000
53, 25, 40000
53, 26, 40000
53, 27, 40000
53, 28, 40000
53, 29, 40000
53, 2, 40000
53, 30, 40000
53, 31, 40000
53, 32, 40000
53, 33, 40000
53, 34, 40000
53, 35, 40000
53, 36, 40000
53, 37, 40000
53, 38, 40000
53, 39, 40000
53, 3, 40000
53, 40, 40000
53, 41, 40000
53, 42, 40000
53, 43, 40000
53, 44, 40000
53, 45, 40000
53, 46, 40000
53, 47, 40000
53, 48, 40000
53, 49, 40000
53, 4, 40000
53, 50, 40000
53, 51, 40000
53, 52, 40000
53, 5, 40000
53, 6, 40000
53, 7, 40000
53, 8, 40000
53, 9, 40000
54, 11, 40000
54, 13, 40000
54, 17, 40000
54, 19, 40000
54, 1, 40000
54, 23, 40000
54, 25, 40000
54, 29, 40000
54, 31, 40000
54, 35, 40000
54, 37, 40000
54, 41, 40000
54, 43, 40000
54, 47, 40000
54, 49, 40000
54, 53, 40000
54, 5, 40000
54, 7, 40000
55, 12, 40000
55, 13, 40000
55, 14, 40000
55, 16, 40000
55, 17, 40000
55, 18, 40000
55, 19, 40000
55, 1, 67001
55, 21, 40000
55, 23, 40000
55, 24, 40000
55, 26, 40000
55, 27, 40000
55, 28, 40000
55, 29, 40000
55, 2, 40000
55, 31, 40000
55, 32, 40000
55, 34, 69801
55, 36, 40000
55, 37, 40000
55, 38, 40000
55, 39, 40000
55, 3, 40000
55, 41, 40000
55, 42, 40000
55, 43, 40000
55, 46, 40000
55, 47, 40000
55, 48, 40000
55, 49, 40000
55, 4, 40000
55, 51, 40000
55, 52, 40000
55, 53, 40000
55, 54, 40000
55, 6, 40000
55, 7, 40000
55, 8, 40000
55, 9, 40000
56, 11, 40000
56, 13, 40000
56, 15, 40000
56, 17, 40000
56, 19, 40000
56, 1, 63235
56, 23, 40000
56, 25, 40000
56, 27, 40000
56, 29, 40000
56, 31, 40000
56, 33, 40000
56, 37, 40000
56, 39, 40000
56, 3, 40000
56, 41, 40000
56, 43, 40000
56, 45, 40000
56, 47, 40000
56, 51, 40000
56, 53, 40000
56, 55, 40000
56, 5, 40000
56, 9, 40000
57, 10, 40000
57, 11, 40000
57, 13, 40000
57, 14, 40000
57, 16, 40000
57, 17, 40000
57, 1, 40000
57, 20, 40000
57, 22, 40000
57, 23, 40000
57, 25, 40000
57, 26, 40000
57, 28, 40000
57, 29, 40000
57, 2, 40000
57, 31, 40000
57, 32, 40000
57, 34, 40000
57, 35, 40000
57, 37, 40000
57, 40, 40000
57, 41, 40000
57, 43, 40000
57, 44, 40000
57, 46, 40000
57, 47, 40000
57, 49, 40000
57, 4, 40000
57, 50, 40000
57, 52, 40000
57, 53, 40000
57, 55, 40000
57, 56, 40000
57, 5, 40000
57, 7, 40000
57, 8, 40000
58, 11, 40000
58, 13, 40000
58, 15, 40000
58, 17, 40000
58, 19, 40000
58, 1, 40000
58, 21, 40000
58, 23, 40000
58, 25, 40000
58, 27, 40000
58, 31, 40000
58, 33, 40000
58, 35, 40000
58, 37, 40000
58, 39, 40000
58, 3, 40000
58, 41, 40000
58, 43, 40000
58, 45, 40000
58, 47, 40000
58, 49, 40000
58, 51, 40000
58, 53, 40000
58, 55, 40000
58, 57, 40000
58, 5, 40000
58, 7, 40000
58, 9, 40000
59, 10, 40000
59, 11, 40000
59, 12, 40000
59, 13, 40000
59, 14, 40000
59, 15, 40000
59, 16, 40000
59, 17, 40000
59, 18, 40000
59, 19, 40000
59, 1, 40000
59, 20, 40000
59, 21, 40000
59, 22, 40000
59, 23, 40000
59, 24, 40000
59, 25, 40000
59, 26, 40000
59, 27, 40000
59, 28, 40000
59, 29, 40000
59, 2, 40000
59, 30, 40000
59, 31, 40000
59, 32, 40000
59, 33, 40000
59, 34, 40000
59, 35, 40000
59, 36, 40000
59, 37, 40000
59, 38, 40000
59, 39, 40000
59, 3, 40000
59, 40, 40000
59, 41, 40000
59, 42, 40000
59, 43, 40000
59, 44, 40000
59, 45, 40000
59, 46, 40000
59, 47, 40000
59, 48, 40000
59, 49, 40000
59, 4, 40000
59, 50, 40000
59, 51, 40000
59, 52, 40000
59, 53, 40000
59, 54, 40000
59, 55, 40000
59, 56, 40000
59, 57, 40000
59, 58, 40000
59, 5, 40000
59, 6, 40000
59, 7, 40000
59, 8, 40000
59, 9, 40000
5, 3, 5502
60, 11, 40000
60, 13, 40000
60, 17, 40000
60, 19, 40000
60, 1, 40000
60, 23, 40000
60, 29, 40000
60, 31, 40000
60, 37, 40000
60, 41, 40000
60, 43, 40000
60, 47, 40000
60, 49, 40000
60, 53, 40000
60, 59, 40000
60, 7, 40000
67, 31, 250000
73, 53, 150000
7, 1, 1
80, 17, 150000
89, 1, 34538
89, 55, 294796
8, 1, 4501
8, 5, 8002
97, 83, 200000
